id,name,genres,overview
880,The Apocalypse Watch,thriller," The plot concerns Drew Latham, a special officer for consular operations, who must discover why his brother was killed after a covert mission. He impersonates his brother, and uncovers a web of neo-Nazi supporters with members at high levels of the U.S. government and its allies. Latham must stop the neo-Nazis plot to take over Europe through terrorism and biological warfare. A running joke concerns the French being unable to pronounce ""Latham"" correctly."
881,Code to Zero,thriller," In America, 1958 a man wakes up in a men's room with no recollection of his past. His clothing, associates and surroundings suggest to him that he is an alcoholic derelict, however his behaviour, morals and instinct lead him to investigate and research his past. He establishes (by the simple method of going into a library and pulling books off shelves until he finds one that he understands,) that he is in fact Dr Lucas - a rocket scientist, and well known in his field. He further establishes that he is directly responsible for the design of a rocket due to be launched by America in an attempt to match the Soviet Sputnik, and bolster America's entry into what would become the Space Race. Several people from his past both help and hinder his progress, and the implication is made that he himself was a Soviet spy, and had his memory erased instead of being killed - although this theory is made suspect when his best friend reveals that he was once a soviet spy and subsequently turned (but not entirely forgiven) by Lucas. The actual spies (and saboteur) are revealed to be both his wife and another close friend, who plan on using the rocket's self-destruct mechanism to destroy the rocket as it is launched, either removing America from the Space Race, or putting their progress back so far that the Soviets will be hard to catch. The plot is foiled with seconds to spare, and his wife apparently commits suicide rather than being caught by driving her car into the sea. The second saboteur is shot and killed in a gun battle prior to Lucas' wife's suicide."
882,Gene,thriller," In dealing with genetic memory, Pavlou has drawn on both the nature of lineage, and the nature of self. Several characters all stem from the same source, and so as their memories become unlocked during the course of the novel, they each identify with being the same person at a distant point in history. The question of identity then becomes fundamental to the plot. If each character shares the same memories are they a reincarnation of that original person, or merely an echo? The novel is further complicated in that it is told backwards, using a Police procedural as the structure of the novel, memories are unlocked in the form of flashbacks, each flashback delving further and further back in time over the course of 3000 years. Told in alternating first person and third person, the novel is divided into a prologue and seven ""books"", the seven trials of Cyclades. The opening page begins with the first 27 lines of the Human Genome. Thereafter the prologue lays out the death of Cyclades during the Trojan War, and makes it clear that his death is merely the beginning of the journey. Told in first person, Cyclades, a Greek warrior, is mortally wounded. A Sybil forces him to have sex to continue his line, whereupon he dies for the first time in the book. Book One, shifts to third person and jumps to the year 2004. In New York City Detective James North has been called to the Metropolitan Museum of Art to deal with a mentally unstable man who has run amok amid the exhibits."
883,Jack's Return Home,thriller," Jack's Return Home tells the story of an amoral, pitiless London mob enforcer named Jack Carter who returns to his home town Scunthorpe to investigate the mysterious death of his brother, with whom he had not spoken in many years. Jack's presence in the town causes unease among the local crime families, who fear that his snooping will interfere with their underworld operations. Everything from simple suggestion to brute force is employed to try to get Jack to leave, but he doggedly refuses, bullying his way through numerous attempts on his life to arrive at the truth, leading to a violent and ambiguous conclusion."
884,The Dragon in the Sea,thriller," Set in a near-future earth, the West and the East have been at war for more than a decade, and resources are running thin. The West is stealing oil from the East with specialized nuclear submarines (""subtugs"") that sneak into the underwater oil fields of the East to secretly pump out the oil and bring it back. Each manned by a crew of four, these submarines undertake the most hazardous, stressful mission conceivable, and of late, the missions have been failing, with the last twenty submarines simply disappearing. The East has been very successful in planting sleepers in the West's military and command structures, and the suspicion is that sleepers are sabotaging the subs or revealing their positions once at sea. John Ramsey, a young psychologist from the Bureau of Psychology (BuPsych), is trained as an electronics operator and sent on the next mission, replacing the previous officer who went insane. His secret mission is to find the sleeper, or figure out why the crews are going insane."
885,Pale Horse Coming,thriller," Sam Vincent, an attorney in is hired by Davis Trugood, a Chicago lawyer to verify the death of the Trugood's client's manservant in Thebes, Mississippi, a desolate shantytown cut off from civilization and surrounded by swampland and seemingly impenetrable piney woods. While in Thebes, Sam is roughly arrested for challenging the legality and authority of Thebes' law enforcement and is imprisoned by the local Sheriff. Earl Swagger travels to Thebes with the intent of rescuing Sam after he fails to hear from his friend for several weeks. He succeeds in securing Sam's freedom but is himself captured and incarcerated as the only white man among the inmates of the nearby Thebes penitentiary, a former timber plantation and current forced labor camp for negro convicts and run by ruthless and inhumane white supremacists. The mysterious and unnamed warden instructs his jailers to torture Earl, suspecting him to be a federal investigator interested in the secret workings of the camp. The other inmates apply their acquired hatred of white men to Earl, who must defend himself not only from the guards, but also from his fellow prisoners. Earl escapes by faking his death with the help of an old prison trusty, promising to return and destroy the prison and the evil it represents. He assembles a group of six legendary gunmen (who are based on Elmer Keith, Jack O'Connor, Audie Murphy, Charles Askins, Bill Jordan, and Ed McGivern) with the promise of real action for a just cause and readies them for an assault on Thebes. (Counting Swagger, that brings the number of gunmen to seven, a probable allusion to both The Magnificent Seven - a classic Western film - and Aeschylus' play Seven Against Thebes.) While Earl makes his plans, the inmates at Thebes start to pass along the mysterious phrase, ""Pale Horse Coming."" Seeking to quell the inmates' stirrings and avoid a potential rebellion, the prison's tyrannical captain of the guards systematically tortures the prisoners in an effort to learn the origins of the phrase. Sam Vincent, ever reluctant to resort to force to settle any matter, including the issue of Thebes, continues to investigate the mysteries surrounding the prison and makes some horrifying discoveries. After narrowly escaping a threat against his and his family's lives, Sam contacts Earl and finally gives Earl his blessing to ""fire for effect."" It is said that Vincent is never seen without a tie. As the assault on Thebes begins, Davis Trugood, having arrived undetected in Thebes, enters the old plantation house and confronts the warden. The reader learns that Davis Trugood is the warden's estranged half-brother and that warden hates Davis for being their father's son by a black woman. Earl and his team succeed in destroying the prison, vowing to never again mention Thebes or their dealings there to each other or anyone else. They go their separate ways and Earl returns home to Arkansas and his wife and son. The fictional events of this novel allude to the infamous Tuskegee Study of Untreated Syphilis in the Negro Male. However the copyright page of the book bears the boilerplate disclaimer that all events are fictional."
886,The Golden Rendezvous,thriller," Aboard the cargo vessel converted into a luxury cruise ship SS Campari somewhere in the Caribbean, all is not well. For Johnny Carter, the Chief Officer, the voyage has already begun badly; but it's only when the Campari sails that evening, after a succession of delays attributable to sabotage that he realizes something is seriously wrong. A member of the crew is suddenly missing and the unsuccessful stem-to-stern search only increases tension. Then violence erupts and suddenly the whole ship is endangered by a master criminal whose intention is not a simple hijacking and ransoming of the wealthy hostages on board. Exactly what his goal is forms part of the mystery"
887,Nightrise,thriller," This story begins with two men, Colton Bane and Kyle Hovey, who work for an evil corporation called Nightrise, waiting outside a theatre in Reno, Nevada. They are waiting to kidnap identical twin brothers Jamie and Scott Tyler, who are part of a magic show in the theatre. Their foster parent, Don White, sells the twins off to them, but Jamie and Scott escape and are pursued. Scott is captured but Jamie is rescued by a woman. He awakens at the woman's house, who introduces herself as Alicia and tells that her son, Daniel, was kidnapped by the same corporation after exhibiting clairvoyant powers. She takes Jamie to his foster parents' house only to realize their murders, and escape only when Jamie uses his telepathic powers. Alicia and Jamie go to Los Angeles where he reveals his backstory. He then tells her of his previous foster parents and the weird and inexplicable ""accidents"" associated with them. He tells her about the strange tattoo he has and that he thinks he is an Indian. After these incidents, he and Scott refused to read or control anyone's minds but each other's. They find a lead to one of the men that kidnapped Scott, Colton Banes, and Alicia persuades Jamie to read his mind to find out where Scott is. Jamie manages to find out where Scott is being held: Silent Creek, a juvenile Centre, where he is being tortured in order to be on Nightrise's side. Alicia decides to seek help from her boss, John Trelawny, who is running for presidency, and manages to convince him about Jamie's powers and to help him get into Silent Creek. Trelawny affirms Jamie's powers and agrees to help him. Jamie is given a false identity and crime and is put into the juvenile Centre to find his brother is there in solitary confinement and Alicia's son Daniel is there too. One night, when he demands that a supervisor named Max Koring take him to his brother, he realizes that his powers do not work in the prison, because of some magnetic field that neutralizes special powers. Koring puts him in solitary confinement for his rudeness and secretly calls Banes to tell him he has found a Gatekeeper. Jamie does not realize that the second gate was opened. In Peru, Richard and Professor Chambers find Pedro by the helicopter. Pedro tells them that Matt went by himself to stop the gate from opening. Thinking Matt is dead, Richard runs until he finds Matt. Matt ""looks like all the life was sucked out of him"" and is in a coma. After seeing he has a pulse, Richard runs back to bring get help for Matt. Feather had examined him earlier and knew about his mysterious tattoo. He explains to Jamie that the twins are two of the Five, but Scott has already left Silent Creek. They work out a convincing plan to save Daniel and escape, whilst at the same time Colton Banes is on their way to Silent Creek. A fight goes on between Feather's tribe and Banes' men, resulting in Jamie being shot in the shoulder and Banes killed by an arrow. Feather manages to break out with Daniel and Jamie, but Jamie falls unconscious when he is hit by a bullet, and a shaman is called on to bring him back. During this however, Jamie is transported back in time to the height of the war between humanity and the Old Ones ten thousand years ago in England. It becomes clear that the original Gatekeepers are exactly the same as the Gatekeepers in the present, just with different names (except for Matt, who says ""I prefer to use my name from your world""). Matt is obviously the leader, and most knowledgeable of the Gatekeepers. He tells Jamie that he sent Sapling to his death on purpose, as the King of the Old Ones would then think he had won, however, should that occur, his counterpart from the future/past would take his place, hence why Jamie was there. Jamie then participates in the battle against the Old Ones, in which the Old Ones are defeated and banished, having mistakenly thought that only four of the Five could come together and letting their guard down. At the place where the Five congregate, a gate is built at the location the Old Ones were banished to, and would be called Raven's Gate by future generations. Jamie sees an eagle which Matt explains is there to take him back. Jamie's body wakes up in the present and with Feather and Daniel travels back to Reno to reunite Daniel with Alicia, parting ways with Feather afterwards. When he is asleep that night, he is spoken to again by a grey man in the dream world of the Gatekeepers, to kill him.' He finally realized what it means, originally mistaking that Scott was telling him that he was the one going to be killed, but he realizes that Scott is the person going to kill John Trelawny. Throughout the book, Nightrise has always wanted the other candidate, Charles Baker, to become president, who will support the return of the Old Ones. However, when Trelawny became too popular, assassination seemed the only option. It becomes apparent that this will take place during his birthday parade in his home town of Auburn. Alicia, Danny and Jamie hurry to Auburn to stop the assassination. Jamie sees Scott with Susan Mortlake, a leader of Nightrise, in the crowd, and he tries to send a telepathic message to him, but it fails. Desperate, Jamie commands Warren Cornfeld, Trelawny's bodyguard and would-be assassin (being controlled by Scott), to aim the gun at Susan Mortlake. Cornfield shoots and kills Mortlake, and in chaos Jamie takes Scott and meets up with Alicia and Danny. They meet Natalie Johnson, a member of the Nexus and a friend of Trelawny, who gives them her car to escape. Policemen immediately come after them and the twins bid farewell to Alicia and Danny. Jamie and Scott use a hidden doorway in a cave at Lake Tahoe, and emerge in Cuzco, Peru at the Santo Domingo church. The twins find their way to the Nazca desert and meet with Matt and Pedro, the first and second Gatekeepers. Meanwhile, Scarlett Adams takes an airplane to Hong Kong to meet her father, who works for Nightrise. As Scarlett is about to go she finds out that John Trelawny has lost the election and that it is suspected that Nightrise has rigged the ballots."
888,Hold Tight,thriller," The story is introduced with the characters Marianne, Nash and Pietra. Pietra tricks Marianne by drugging her which leads to Nash brutally beating Marianne to death, his last words to her being: ""Tell Cassandra I love her."" They remove her clothes then dress her to look like a prostitute and toss her body in a dumpster (skip). The action switches to Tia and Mike Baye who never imagined they'd become spying, overprotective parent. But their sixteen-year-old son, Adam Baye has been unusually distant and aloof lately, and after the recent suicide of his classmate and closed friend, Spencer Hill, who taking vodka and tablets on his school's roof in the night to death, they can't help but worry. They install a spy program on Adam's computer and within days they are jolted by a strange message to their son from a correspondent known only as CeeJay8115: ""Just stay quiet and all safe."" The detective investigating Marianne's murder, Loren Muse, realizes that Marianne is not a prostitute and that someone has gone to great lengths to try to fool the authorities. However, the face of Marianne has been so badly mutilated it is impossible for anyone to identify her. Susan and Dante Loriman meet with their son's (Lucas) doctor (Mike Baye) only to be told Lucas needs a kidney transplant urgently. Neither parent is a suitable match and with some investigating, Mike finds out that Dante is not the biological father to Lucas. Meanwhile, browsing through an online memorial for her son, Betsy Hill is struck by one photo in particular that appears to have been taken on the night of Spencer's death and that he wasn't alone. She thinks it's Adam Baye standing just outside the camera's range. She confronts him and asks about the photo, but he runs away. The daughter of Marianne and Guy, Yasmin is being bullied at school because her teacher (Joe Lewiston) commented on her facial hair in front of the class. Yasmin shows her only friend Jill Baye (Mike and Tia's daughter) her father's (Guy) gun, which is already loaded and hidden in a drawer in their house. She tells Jill how she dreams of getting revenge on Mr Lewiston. Worried about the safety of their son, Mike tells Adam he must attend a hockey game with Mike's friend Mo. This is a diversion to try to avoid the party referred to in an email Mike and Tia found on their son's computer a few days earlier, the party claims that there will be alcohol and drugs served. Adam is not around when his father comes to pick him up to attend the hockey game, and Mo tells Mike how to use the GPS on Adam's phone to track him. Mike ends up following him into a very bad part of the Bronx. He starts to chase after what looks to be one of Adam's friends, but is then confronted and severely beaten by an unknown group. He winds up in hospital and still hasn't found his son. Reba Cordova is Nash's next victim, and she is likewise beaten to death, for reasons still unknown to the reader. Before killing her he also told her the same thing Nash told Marianne: ""Tell Cassandra I love her."" We find out Cassandra died a few years ago due to cancer, and was deeply loved by Nash. Cassandra is the sister of Joe Lewiston, and had another brother named Curtis, who was murdered in an assumed robbery. Mike's professional partner, Ilene Goldfarb, confronts Susan to find the real father of Lucas, as he could be a potential kidney donor. Susan tells her that she was raped, and that it was impossible for her to contact him to ask if he could be tested as a potential donor. Later the readers find out that the reason that her rapist cannot be contacted is because Susan had killed her attacker. She then confides that the murder was set up to make officials think the cause of the murder was most likely a robbery, this leads the reader to believe that Curtis Lewiston is the rapist. The events start to come together by the end of the book as the connections of the murders, Adam's disappearance, Spencer's apparent suicide, and the need for a good donor for Susan's son are explained, and the origin of all of the mayhem is revealed."
889,The Last Frontier,thriller," Michael Reynolds, MacLean's protagonist, is a British secret agent on a wintertime mission inside Hungary at the height of the Cold War. Reynolds must rescue Professor Jennings, an elderly British scientist who is held by the communist government against his will. Reynolds is no James Bond and does not have any fancy gadgets but he is highly resourceful. His biggest advantages against the cruel and efficient Hungarian Secret Service are an ability to make commonsense on-the-spot decisions and the heroic help of friends in the Hungarian underground. Reynolds hooks up with the mysterious Jansci and his friend “the Count” and they strive to transport the professor over the border and back to England. The plot has the twists, turns, and betrayals in which MacLean specialized, and Reynolds realizes that he has only one chance to escape with Jennings before he is captured and killed by the Hungarian secret police."
890,Night of Error,thriller," After receiving news that his brother Mark has died in suspicious circumstances in the Pacific, marine biologist Mike Trevelyan discovers that Mark′s latest research may have discovered a lucrative source of manganese beneath the sea. With only two clues — a notebook in code and a lump of deep–sea rock — Mike's investigations trigger the start of a hazardous marine expedition and a violent confrontation far from civilisation."
891,LaBrava,thriller," Joe LaBrava gets involved with former movie star Jean Shaw, whom he admired as a twelve year-old boy staring at a movie screen, when he discovers that she is being harassed by thug Richard Nobles and his partner Cundo Rey."
892,Storm Warning,thriller," A German merchant ship is attempting to return to Germany from Brazil at the end of August 1944 via a crossing of the Atlantic which is full of enemy shipping and warships. With a crew of twenty-two men and five nuns as passengers, the boat makes its remarkable journey, but after being severely battered by a storm, is wrecked off the coast of Scotland on the Washington Reef in the Outer Hebrides. The conclusion may sound familiar to some as Higgins has obviously taken some ideas (especially the ones regarding the shipwreck) from an earlier novel he wrote called 'A Game For Heroes', in which German soldiers and British citizens try to rescue the crew of a ship that has foundered off the coast of the Jersey islands. Once again, the protagonists are enemies that come together to help each other in time of need."
893,Six Days of the Condor,thriller," Ronald Malcolm is a CIA employee who works in a clandestine office in Washington, D.C. responsible for analyzing the plots of mystery and spy novels. One day, when he should be in the office, Malcolm slips out a basement entrance for lunch. In his absence a group of armed men gain entrance to the office and kill everyone there. Malcolm returns, realizes he is in grave danger, and telephones a phone number at CIA headquarters he has been given for emergencies. When he phones in (and remembers to give his code name ""Condor""), he is told to meet an agent named Weatherby who will ""bring him in"" for protection. Alas, Weatherby is part of a rogue group within the CIA, the same group responsible for the original assassinations. Weatherby tries to kill Malcolm, who escapes with his life. Malcolm uses his wits to elude both the rogue CIA group and the proper CIA authorities, each of which would very much like to find him first. Seeking shelter, Malcolm kidnaps a paralegal named Wendy Ross whom (he overhears) intends to spend her coming vacation days holed up in her apartment—hence he knows that nobody will notice her absence. He quickly wins her trust, and she assists him in his quest to stay alive and to find out more about the forces after him. But she is shot and seriously wounded while trying to do this. Malcom believes her to be dead, but learns later that she has survived. It turns out that the rogue group was using the section where Malcolm works to import illegal drugs from Laos. A supervisor stumbles on a discrepancy in the records resulting from clandestine drug importation, necessitating the elimination of the section."
894,Ashes to Ashes,thriller," A serial killer known as ""The Cremator"" is killing prostitutes in Minneapolis parks and setting their bodies on fire. When one of his victims turns out to be the daughter of a local billionaire, and a homeless teenager claims to have witnessed the burning, it brings together former FBI agent Kate Conlan (now working as a victim-witness advocate) and the Bureau's top serial-killer profiler, John Quinn. Conlan and Quinn share a painful personal history; now they have to work together against a very smart lunatic who seems to be able to read their minds."
895,A Quiet Belief In Angels,thriller," A Quiet Belief In Angels is written from the perspective of Joseph Vaughan, growing up in a rural community in early 1940s Georgia. Early in the novel, Joseph's father passes away from a fever, and Joseph likens a white feather on his pillow to his father's angel. Afterwards, a serial killer begins committing a spree of murders, abducting and brutally killing young girls. Joseph and his friends form a group known as ""the Guardians"" devoting themselves to protecting the town's girls from any further harm. The townsfolk begin to suspect a German farmer named Gunther Kruger, mainly due to rising tensions because of the Second World War, and burn down his family home, killing his youngest daughter, whom Joseph had sworn to protect when the killings began. The Kruger family leave town, and the townsfolk seem satisfied the killings will leave with them."
896,People's Republic,thriller," People's Republic begins with us being introduced to Ryan Sharma. Ryan has just completed some punishment laps and finds out that he is being wanted for a mission. Also, we learn about Fu Ning, a Chinese girl living in a Dandong boarding school and wanting to escape. The book then rotates between the two characters lives, eventually showing Ryan going to the USA to infiltrate the Aramov clan through Ethan Kitsell. Ning ends up escaping China and going on the run with her stepmum Ingrid as she is wanted for questioning over her husband Chaoxiang's involvement in sending illegal immigrants across countries. Ingrid and Ning eventually try to flee China to Britain and end up in Kyrgyzstan. Unfortunately, Ingrid is tortured and is being tried to hand over bank account details so they can go to Britain. In the end, the deal doesn't work, leaving Ning on her own and trying to get to Britain by herself. Meanwhile, Ryan becomes Ethan's only friend after his mum and his best friend died, leaving him as his only support after saving his life again. Ryan also saved Ethan's life when he was hit by a car this helped the part of the plot to bond with him. However, just as they were bonding, a bomb was placed at the bottom of Ethan's house leaving him and everyone else at a motel. Ethan is then taken into care by a lawyer of his called Lombardi and is about to be taken back to Kyrgyzstan. This leaves Ryan to be sent back to CHERUB campus after hitting his mission controller's head, Dr D. Ryan, after being taken back to CHERUB is punished with 400 hours of recycling duty but still has a friendship with Ethan. Ning,after being smuggled into Britain is forced to labour making sandwiches and having no way of getting out despite having no money owned to the gangsters there and not wanting to work there. The book concludes with her escaping the warehouse where she was labouring and almost being deported back to China. But, just before the plane leaves, Amy manages to meet up with her and gets her to join CHERUB as she has a boxing champion streak required for the phesique of cherub and she is also very smart required to the mental training as well as the point where she has no parents, afterall Ingrid has died being tortured and her dad is being questioned, so she is a perefect cherub candidate. As Ryan is involved with her story, he gives her a tour around campus and introduces her to everyone there. The book finishes off with Ryan being allowed to get back into touch with Ethan."
897,So Disdained,thriller," Peter L. Moran, the narrator, is agent to Lord Arner. Driving home after a dinner in Winchester, he picks up Maurice Lenden, who in 1917 had been a fellow pilot in the Royal Flying Corps. The story tells how Lenden had been flying a photographic espionage mission for the Russians, how he came to be doing that, and discusses the morality of acting as a traitor to his country. As in Marazan the book expresses respect for the Italian Fascist movement of the time. The validity, or otherwise, of that political position requires considerable historical perspective. Philip Stenning (the first person narrator of Marazan) appears again in this novel, once again portrayed as a 'rough diamond' with a debatable sense of moral justice."
898,Abduction,thriller," A team of researchers in a remote region of the Atlantic become trapped inside an ancient undersea volcano when their submersible is inexplicably drawn in. They discover a technologically advanced world of genetically engineered, physically near-perfect humans living comfortably in an enclosed city within the Mohorovičić discontinuity. The researchers are told that their Moho-dwelling cousins evolved many millions of years prior to current humans and became very technologically advanced. Millions of years ago, these ""first generation"" humans discovered that Earth was about to be bombarded with hordes of meteors, effectively sterilizing the surface of the planet. Unable to find a suitable extrasolar planet to move to in time, the first generation humans decided to instead move into the Mohorovičić discontinuity, shielding themselves from extinction. The Moho-dwellers watched over the centuries as the second-generation humans evolved and developed, and reveal that they abducted these researchers to determine if the researchers had been searching for them. The researchers reveal that nobody on the surface has ever thought there were civilizations living under the Earth's crust, and that they were doing geologic exploration and research instead. Fearing for their own safety and the discovery of their civilization, the Moho-dwellers feel they cannot allow their abductees to return to the surface. The research team manages to recover its submersible and mounts an attempt to return to the surface. However, at the last moment they encounter a large Moho craft and emerge to the ocean's surface in the late 18th century. The group abruptly discovers that the craft was actually some sort of advanced Moho time machine and/or spacecraft that sent them 200 years into the past to prevent them from alerting the surface world to the presence of the Moho-dwellers."
899,Lost City,thriller," The Story begins with a flashback to August 1914, where Jules Fauchard is flying his Morane-Saulnier N, mono-winged aircraft. Fauchard is heading to meet the pope's emissary in Switzerland but as he is coming to the border and the French Alps, a squad of six Aviatik biplanes find him. The planes attack Fauchard and though he destroys four planes he is eventually shot down and killed. His plane lands in a glacial river and Fauchard along with his helmet and strong box are buried in a glacier. Cut to the present day in the Scottish Orkney Islands. A reality television show is being filmed when that evening a group of animals attack the crew and cast. Everyone is killed except for Jodie Michaelson; the only reason she is not killed is because as she was running from the creatures she fell into a deep crevace in the rocks and the animals lost her scent. At about the same time yet another plotline is developing. This part of the story takes place in Monemvassia, The Greek Peloponnese. The storyline follows Dr. Angus MacLean, a research Chemist. MacLean is on the run. He is living in a monastery on a small island in Greece. As MacLean reminisces it becomes clear why he is running. The trouble began when he was hired to research enzymes in France. As the leader of a team of scientists doing enzyme research, the hours were long but the pay was great and MacLean had no complaints. That was until he began asking questions. The owners of the lab decided to send home the scientists, telling them ""not to worry."" MacLean headed to Turkey to see the ruins. This probably saved his life. When he came home he was greeted with an envelope full of newspaper clippings and a telephone message from one of his former colleagues that asked him if he had been watching the news and urged MacLean to call him back. When MacLean tried to call him back he was informed that the man had been killed in a hit-and-run accident. This leg of the story ends with MacLean being kidnapped by a hit team that had been hired by the company that ran the lab. The story then cuts to the French Alps where a team of scientists is studying a glacier named Le Dormeur. The scientists, Hank Thurston and Bernard LeBlanc are accompanied by Derek Rawlins, a journalist for Outside magazine. As the three scientists are giving Rawlins a tour they get a phone call saying that a body frozen in the ice had been discovered. Two hundred feet below the surface of Lac du Dormeur, Kurt Austin and a beautiful woman named Skye Labelle are inside a submersible searching for remnants of trade routes between Europeans and the Mediterranean civilizations, when Skye is recalled back to land. Skye is an expert in arms and armour. It seems that the authorities need her help to identify the helmet found with the frozen body in the glacier. When Skye arrives where the body is frozen, she sees her arch-nemesis, Renaud. Auguste Renaud is one of the higher-ups at the State Archaeological board of France. He is attracted to Skye but she is repulsed by him. Skye is puzzled by the body. The deceased is dressed in an early twentieth century flight suit but in his possession is a very old helmet. The helmet is a riddle in itself, as it is of very high quality and very distinctive yet it isn't like anything she has ever encountered. Needless to say Skye cannot identify the artifact on the spot. Much to Skye's chagrin, Renaud has called a press conference in the underground laboratory to announce the discovery to the world. During the press conference something terrible occurs. A very large and muscular bald man comes up to Renaud and demands the strongbox found with the body saying, ""Give the box to me."" Renaud responds saying with a grin, ""Not on your life!"" To this the bald man says, ""No, Not on your life!"" and with that he pulls a pistol out of his coat and brings it down on Renaud's hand. The large man then takes off with the box. A few seconds later the group hears a loud explosion as a barrier that holds back the glacial waters is destroyed, water is flowing into the laboratory. Then they are trapped in a flooding tunnel. When Kurt Austin hears the news, he sends a rescue team and the they start an operation. Then, another chopper lands on the shore. Austin had called Joe Zavala on his cellphone. Austin and Zavala got into the submersible and crack a hole in the flooding tunnel from under water. They got everyone safely to shore within the next hour."
900,Against All Enemies,thriller," CIA Special Activities Division Operation Officer Max Moore, whose physical looks resemble that of Richard Marcinko, is on a mission in Pakistan to retrieve a high-value target. When the mission goes awry and Moore's allies are killed, he is recalled to the United States to take part in a new effort against the Mexican drug cartels. Moore and his team attempt to infiltrate the cartels and play them off against each other but are met with varying degrees of success. Although they are able to bring down a major kingpin, they are unable to prevent several Muslim terrorists from entering the United States via a smuggling tunnel. The terrorists have brought a number of MANPADS surface-to-air missile launchers with them, which are used to target flights in several US cities. Although the attack is partially successful, Moore and associates are able to stop one of the terrorist teams. Moore is then deployed to Belize on a mission to capture the leader of the terrorist cell. After a boat chase, the leader is captured and sent to a black site for interrogation. The novel ends with Max, having overcome some of his personal demons, now relaxed and on a date with a fellow CIA officer."
901,Fatherland,thriller," The story begins in Nazi Germany, the Third Reich in April 1964, in the week leading up to Adolf Hitler's 75th birthday. The plot follows detective Xavier March, an investigator working for the Kriminalpolizei (Kripo), as he investigates the suspicious death of a high-ranking Nazi, Josef Buhler, in the Havel, on the outskirts of Berlin. As March uncovers more details he realises that he is caught up in a political scandal involving senior Nazi Party officials, who are apparently being systematically murdered under staged circumstances. In fact, as soon as the body is identified, the Gestapo claims jurisdiction and orders the Kripo to close its investigation. March meets with 'Charlie' Maguire, a female American journalist who is also determined to investigate the case. They both travel to Zürich to investigate the private Swiss bank account of one of the murdered officials. Ultimately, the two uncover the horrific truth behind the staged murders. The Gestapo is eliminating the remaining officials who planned the Holocaust (of which the German people are not generally aware) at the Wannsee Conference of 1942. This is being done in order to safeguard an upcoming meeting of Hitler and President Joseph P. Kennedy by ensuring that the crimes of the Nazi regime are not revealed. Maguire heads for neutral Switzerland with the evidence, hoping to expose it to the world. March, however, is denounced by his ten-year-old son and apprehended by the Gestapo. In the cellars of Gestapo headquarters at Prinz-Albrecht-Straße, March is tortured but does not reveal the location of Maguire. Kripo Chief Artur Nebe stages a rescue, intending to track March as he meets with Maguire at their rendezvous in Waldshut-Tiengen on the Swiss/German border. March realises what is happening and heads for Auschwitz, leading the authorities in the wrong direction. The Gestapo catches up with March at the unmarked site of Auschwitz's completely dismantled extermination camp. Knowing that Maguire has had time to cross the border into Switzerland, March searches for some sign that the death camp was real. As the Gestapo agents close in on him, March uncovers bricks in the undergrowth. Satisfied, he pulls out his gun while leaving the readers to draw their own conclusions."
